id,support_titre,article_titre,lien_web,screenshot_path,content_screenshot_path,screenshot_taken_at,screenshot_success,content_screenshot_success,processing_time,domain,error,stopped
18796737,1001 INFOS.NET,L’aéroport Mohammed V de Casablanca se dote d’un terminal futuriste,https://1001infos.net/maroc/laeroport-mohammed-v-de-casablanca-se-dote-dun-terminal-futuriste/,C:/Users/hp/Desktop/Imperium solutions/AutoscreenApp_Desktop/tool-extraction-master/cnt\full_18796737.jpg,,2025-09-15T00:49:20.488123,True,False,46.26114869117737,1001infos.net,,False
