id,support_titre,article_titre,lien_web,screenshot_path,content_screenshot_path,screenshot_taken_at,screenshot_success,content_screenshot_success,processing_time,domain,error,stopped
18614886,1MINTV.MA ,المغرب يطلق استراتيجية “مطارات 2030” لتحديث النقل الجوي,https://1mintv.ma/%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8-%D9%8A%D8%B7%D9%84%D9%82-%D8%A7%D8%B3%D8%AA%D8%B1%D8%A7%D8%AA%D9%8A%D8%AC%D9%8A%D8%A9-%D9%85%D8%B7%D8%A7%D8%B1%D8%A7%D8%AA-2030-%D9%84%D8%AA%D8%AD%D8%AF%D9%8A/,C:/Users/hp/Desktop/Imperium solutions/AutoscreenApp_Desktop/tool-extraction-master/cnt\full_18614886.png,,2025-09-15T00:38:58.994063,True,False,83.01088905334473,1mintv.ma,,False
