id,support_titre,article_titre,lien_web,screenshot_path,content_screenshot_path,screenshot_taken_at,screenshot_success,content_screenshot_success,processing_time,domain,error,stopped
17893834,ACHAMALPRESS.COM,حركة النقل بمطار تطوان الدولي تسجل نموا قويا يقارب 30 المائة,https://www.achamalpress.com/archives/225923,C:/Users/hp/Desktop/Imperium solutions/AutoscreenApp_Desktop/tool-extraction-master/cnt\full_17893834.png,,2025-09-13T20:38:00.350574,True,False,78.27153134346008,www.achamalpress.com,,False
17909723,ACHAMALPRESS.COM,عبور أزيد من 81 ألف مسافر عبر مطار الحسيمة الدولي خلال 8 أشهر,https://www.achamalpress.com/archives/226055,C:/Users/hp/Desktop/Imperium solutions/AutoscreenApp_Desktop/tool-extraction-master/cnt\full_17909723.png,,2025-09-13T20:38:40.196068,True,False,118.10541844367981,www.achamalpress.com,,False
